type,entity,text
bowling,B Kumar,"IPL bowling stats for B Kumar: 226 wickets, 766.4 overs bowled, 5913 runs conceded, economy rate 7.71, bowling average 26.16."
bowling,B Laughlin,"IPL bowling stats for B Laughlin: 10 wickets, 28.0 overs bowled, 282 runs conceded, economy rate 10.07, bowling average 28.20."
bowling,B Lee,"IPL bowling stats for B Lee: 25 wickets, 145.5 overs bowled, 1095 runs conceded, economy rate 7.51, bowling average 43.80."
bowling,B Muzarabani,"IPL bowling stats for B Muzarabani: 4 wickets, 7.0 overs bowled, 75 runs conceded, economy rate 10.71, bowling average 18.75."
bowling,B Stanlake,"IPL bowling stats for B Stanlake: 7 wickets, 24.0 overs bowled, 200 runs conceded, economy rate 8.33, bowling average 28.57."
bowling,BA Bhatt,"IPL bowling stats for BA Bhatt: 12 wickets, 49.2 overs bowled, 397 runs conceded, economy rate 8.05, bowling average 33.08."
bowling,BA Stokes,"IPL bowling stats for BA Stokes: 28 wickets, 114.5 overs bowled, 992 runs conceded, economy rate 8.64, bowling average 35.43."
bowling,BAW Mendis,"IPL bowling stats for BAW Mendis: 8 wickets, 40.0 overs bowled, 285 runs conceded, economy rate 7.12, bowling average 35.62."
bowling,BB Sran,"IPL bowling stats for BB Sran: 18 wickets, 80.3 overs bowled, 757 runs conceded, economy rate 9.40, bowling average 42.06."
bowling,BCJ Cutting,"IPL bowling stats for BCJ Cutting: 10 wickets, 46.5 overs bowled, 429 runs conceded, economy rate 9.16, bowling average 42.90."
bowling,BE Hendricks,"IPL bowling stats for BE Hendricks: 9 wickets, 25.0 overs bowled, 235 runs conceded, economy rate 9.40, bowling average 26.11."
bowling,BJ Dwarshuis,"IPL bowling stats for BJ Dwarshuis: 1 wickets, 4.0 overs bowled, 51 runs conceded, economy rate 12.75, bowling average 51.00."
bowling,BJ Hodge,"IPL bowling stats for BJ Hodge: 17 wickets, 39.0 overs bowled, 303 runs conceded, economy rate 7.77, bowling average 17.82."
bowling,BJ Rohrer,"IPL bowling stats for BJ Rohrer: 0 wickets, 1.0 overs bowled, 12 runs conceded, economy rate 12.00, bowling average Not available."
bowling,BMAJ Mendis,"IPL bowling stats for BMAJ Mendis: 1 wickets, 5.0 overs bowled, 36 runs conceded, economy rate 7.20, bowling average 36.00."
bowling,BW Hilfenhaus,"IPL bowling stats for BW Hilfenhaus: 22 wickets, 62.0 overs bowled, 479 runs conceded, economy rate 7.73, bowling average 21.77."
bowling,Basil Thampi,"IPL bowling stats for Basil Thampi: 22 wickets, 86.5 overs bowled, 846 runs conceded, economy rate 9.74, bowling average 38.45."
bowling,Bipul Sharma,"IPL bowling stats for Bipul Sharma: 17 wickets, 71.0 overs bowled, 572 runs conceded, economy rate 8.06, bowling average 33.65."
bowling,Brijesh Sharma,"IPL bowling stats for Brijesh Sharma: 14 wickets, 45.3 overs bowled, 450 runs conceded, economy rate 9.89, bowling average 32.14."
bowling,C Bosch,"IPL bowling stats for C Bosch: 13 wickets, 27.1 overs bowled, 250 runs conceded, economy rate 9.20, bowling average 19.23."
bowling,C Ganapathy,"IPL bowling stats for C Ganapathy: 0 wickets, 1.0 overs bowled, 13 runs conceded, economy rate 13.00, bowling average Not available."
bowling,C Green,"IPL bowling stats for C Green: 23 wickets, 95.1 overs bowled, 898 runs conceded, economy rate 9.44, bowling average 39.04."
bowling,C Munro,"IPL bowling stats for C Munro: 0 wickets, 2.0 overs bowled, 15 runs conceded, economy rate 7.50, bowling average Not available."
bowling,C Nanda,"IPL bowling stats for C Nanda: 2 wickets, 8.0 overs bowled, 57 runs conceded, economy rate 7.12, bowling average 28.50."
bowling,C Sakariya,"IPL bowling stats for C Sakariya: 20 wickets, 74.0 overs bowled, 638 runs conceded, economy rate 8.62, bowling average 31.90."
bowling,C de Grandhomme,"IPL bowling stats for C de Grandhomme: 6 wickets, 36.0 overs bowled, 319 runs conceded, economy rate 8.86, bowling average 53.17."
bowling,CH Gayle,"IPL bowling stats for CH Gayle: 18 wickets, 92.2 overs bowled, 729 runs conceded, economy rate 7.90, bowling average 40.50."
bowling,CH Morris,"IPL bowling stats for CH Morris: 95 wickets, 286.4 overs bowled, 2295 runs conceded, economy rate 8.01, bowling average 24.16."
bowling,CJ Anderson,"IPL bowling stats for CJ Anderson: 11 wickets, 49.3 overs bowled, 518 runs conceded, economy rate 10.46, bowling average 47.09."
bowling,CJ Dala,"IPL bowling stats for CJ Dala: 0 wickets, 3.0 overs bowled, 34 runs conceded, economy rate 11.33, bowling average Not available."
bowling,CJ Green,"IPL bowling stats for CJ Green: 0 wickets, 2.5 overs bowled, 24 runs conceded, economy rate 8.47, bowling average Not available."
bowling,CJ Jordan,"IPL bowling stats for CJ Jordan: 30 wickets, 111.2 overs bowled, 1070 runs conceded, economy rate 9.61, bowling average 35.67."
bowling,CJ McKay,"IPL bowling stats for CJ McKay: 1 wickets, 7.0 overs bowled, 60 runs conceded, economy rate 8.57, bowling average 60.00."
bowling,CK Kapugedera,"IPL bowling stats for CK Kapugedera: 0 wickets, 2.5 overs bowled, 49 runs conceded, economy rate 17.29, bowling average Not available."
bowling,CK Langeveldt,"IPL bowling stats for CK Langeveldt: 13 wickets, 26.0 overs bowled, 187 runs conceded, economy rate 7.19, bowling average 14.38."
bowling,CL White,"IPL bowling stats for CL White: 1 wickets, 7.0 overs bowled, 86 runs conceded, economy rate 12.29, bowling average 86.00."
bowling,CR Brathwaite,"IPL bowling stats for CR Brathwaite: 13 wickets, 42.2 overs bowled, 379 runs conceded, economy rate 8.95, bowling average 29.15."
bowling,CR Woakes,"IPL bowling stats for CR Woakes: 30 wickets, 73.2 overs bowled, 658 runs conceded, economy rate 8.97, bowling average 21.93."
bowling,CRD Fernando,"IPL bowling stats for CRD Fernando: 17 wickets, 39.0 overs bowled, 298 runs conceded, economy rate 7.64, bowling average 17.53."
bowling,CV Varun,"IPL bowling stats for CV Varun: 111 wickets, 355.4 overs bowled, 2745 runs conceded, economy rate 7.72, bowling average 24.73."
bowling,D Brevis,"IPL bowling stats for D Brevis: 1 wickets, 0.3 overs bowled, 8 runs conceded, economy rate 16.00, bowling average 8.00."
bowling,D Ferreira,"IPL bowling stats for D Ferreira: 1 wickets, 3.0 overs bowled, 41 runs conceded, economy rate 13.67, bowling average 41.00."
bowling,D Jansen,"IPL bowling stats for D Jansen: 1 wickets, 4.0 overs bowled, 53 runs conceded, economy rate 13.25, bowling average 53.00."
bowling,D Kalyankrishna,"IPL bowling stats for D Kalyankrishna: 2 wickets, 8.0 overs bowled, 87 runs conceded, economy rate 10.88, bowling average 43.50."
bowling,D Madushanka,"IPL bowling stats for D Madushanka: 1 wickets, 4.0 overs bowled, 36 runs conceded, economy rate 9.00, bowling average 36.00."
bowling,D Pretorius,"IPL bowling stats for D Pretorius: 6 wickets, 25.0 overs bowled, 238 runs conceded, economy rate 9.52, bowling average 39.67."
bowling,D Salunkhe,"IPL bowling stats for D Salunkhe: 1 wickets, 7.5 overs bowled, 78 runs conceded, economy rate 9.96, bowling average 78.00."
bowling,D Wiese,"IPL bowling stats for D Wiese: 16 wickets, 49.2 overs bowled, 440 runs conceded, economy rate 8.92, bowling average 27.50."
bowling,D du Preez,"IPL bowling stats for D du Preez: 4 wickets, 7.0 overs bowled, 56 runs conceded, economy rate 8.00, bowling average 14.00."
bowling,DA Payne,"IPL bowling stats for DA Payne: 2 wickets, 5.0 overs bowled, 70 runs conceded, economy rate 14.00, bowling average 35.00."
bowling,DA Warner,"IPL bowling stats for DA Warner: 0 wickets, 0.1 overs bowled, 2 runs conceded, economy rate 12.00, bowling average Not available."
bowling,DAJ Bracewell,"IPL bowling stats for DAJ Bracewell: 3 wickets, 4.0 overs bowled, 32 runs conceded, economy rate 8.00, bowling average 10.67."
bowling,DB Ravi Teja,"IPL bowling stats for DB Ravi Teja: 1 wickets, 3.0 overs bowled, 28 runs conceded, economy rate 9.33, bowling average 28.00."
bowling,DE Bollinger,"IPL bowling stats for DE Bollinger: 37 wickets, 96.0 overs bowled, 693 runs conceded, economy rate 7.22, bowling average 18.73."
bowling,DG Nalkande,"IPL bowling stats for DG Nalkande: 6 wickets, 14.0 overs bowled, 148 runs conceded, economy rate 10.57, bowling average 24.67."
bowling,DJ Bravo,"IPL bowling stats for DJ Bravo: 183 wickets, 520.0 overs bowled, 4360 runs conceded, economy rate 8.38, bowling average 23.83."
bowling,DJ Harris,"IPL bowling stats for DJ Harris: 0 wickets, 3.0 overs bowled, 26 runs conceded, economy rate 8.67, bowling average Not available."
bowling,DJ Hooda,"IPL bowling stats for DJ Hooda: 10 wickets, 63.1 overs bowled, 546 runs conceded, economy rate 8.64, bowling average 54.60."
bowling,DJ Hussey,"IPL bowling stats for DJ Hussey: 8 wickets, 52.5 overs bowled, 474 runs conceded, economy rate 8.97, bowling average 59.25."
bowling,DJ Mitchell,"IPL bowling stats for DJ Mitchell: 1 wickets, 8.0 overs bowled, 97 runs conceded, economy rate 12.12, bowling average 97.00."
bowling,DJ Muthuswami,"IPL bowling stats for DJ Muthuswami: 4 wickets, 14.0 overs bowled, 101 runs conceded, economy rate 7.21, bowling average 25.25."
bowling,DJ Thornely,"IPL bowling stats for DJ Thornely: 3 wickets, 7.0 overs bowled, 40 runs conceded, economy rate 5.71, bowling average 13.33."
bowling,DJ Willey,"IPL bowling stats for DJ Willey: 6 wickets, 36.0 overs bowled, 272 runs conceded, economy rate 7.56, bowling average 45.33."
bowling,DJG Sammy,"IPL bowling stats for DJG Sammy: 11 wickets, 39.2 overs bowled, 350 runs conceded, economy rate 8.90, bowling average 31.82."
bowling,DJM Short,"IPL bowling stats for DJM Short: 1 wickets, 3.0 overs bowled, 19 runs conceded, economy rate 6.33, bowling average 19.00."
bowling,DL Chahar,"IPL bowling stats for DL Chahar: 96 wickets, 344.4 overs bowled, 2862 runs conceded, economy rate 8.30, bowling average 29.81."
bowling,DL Vettori,"IPL bowling stats for DL Vettori: 28 wickets, 129.3 overs bowled, 879 runs conceded, economy rate 6.79, bowling average 31.39."
bowling,DNT Zoysa,"IPL bowling stats for DNT Zoysa: 2 wickets, 11.0 overs bowled, 99 runs conceded, economy rate 9.00, bowling average 49.50."
bowling,DP Nannes,"IPL bowling stats for DP Nannes: 28 wickets, 107.4 overs bowled, 785 runs conceded, economy rate 7.29, bowling average 28.04."
bowling,DP Vijaykumar,"IPL bowling stats for DP Vijaykumar: 4 wickets, 25.2 overs bowled, 199 runs conceded, economy rate 7.86, bowling average 49.75."
bowling,DR Sams,"IPL bowling stats for DR Sams: 14 wickets, 60.0 overs bowled, 523 runs conceded, economy rate 8.72, bowling average 37.36."
bowling,DR Smith,"IPL bowling stats for DR Smith: 26 wickets, 89.5 overs bowled, 810 runs conceded, economy rate 9.02, bowling average 31.15."
bowling,DS Kulkarni,"IPL bowling stats for DS Kulkarni: 86 wickets, 297.5 overs bowled, 2474 runs conceded, economy rate 8.31, bowling average 28.77."
bowling,DS Rathi,"IPL bowling stats for DS Rathi: 19 wickets, 91.0 overs bowled, 826 runs conceded, economy rate 9.08, bowling average 43.47."
bowling,DT Christian,"IPL bowling stats for DT Christian: 38 wickets, 147.1 overs bowled, 1192 runs conceded, economy rate 8.10, bowling average 31.37."
bowling,DW Steyn,"IPL bowling stats for DW Steyn: 97 wickets, 362.4 overs bowled, 2508 runs conceded, economy rate 6.92, bowling average 25.86."
bowling,E Malinga,"IPL bowling stats for E Malinga: 33 wickets, 81.0 overs bowled, 745 runs conceded, economy rate 9.20, bowling average 22.58."
bowling,F du Plessis,"IPL bowling stats for F du Plessis: 0 wickets, 1.0 overs bowled, 16 runs conceded, economy rate 16.00, bowling average Not available."
bowling,FA Allen,"IPL bowling stats for FA Allen: 2 wickets, 15.0 overs bowled, 136 runs conceded, economy rate 9.07, bowling average 68.00."
bowling,FH Edwards,"IPL bowling stats for FH Edwards: 5 wickets, 23.2 overs bowled, 154 runs conceded, economy rate 6.60, bowling average 30.80."
bowling,FY Fazal,"IPL bowling stats for FY Fazal: 0 wickets, 2.0 overs bowled, 20 runs conceded, economy rate 10.00, bowling average Not available."
bowling,Fazalhaq Farooqi,"IPL bowling stats for Fazalhaq Farooqi: 6 wickets, 42.2 overs bowled, 437 runs conceded, economy rate 10.32, bowling average 72.83."
bowling,G Coetzee,"IPL bowling stats for G Coetzee: 15 wickets, 45.3 overs bowled, 472 runs conceded, economy rate 10.37, bowling average 31.47."
bowling,GB Hogg,"IPL bowling stats for GB Hogg: 23 wickets, 76.2 overs bowled, 570 runs conceded, economy rate 7.47, bowling average 24.78."
bowling,GC Viljoen,"IPL bowling stats for GC Viljoen: 7 wickets, 23.0 overs bowled, 222 runs conceded, economy rate 9.65, bowling average 31.71."
bowling,GD McGrath,"IPL bowling stats for GD McGrath: 12 wickets, 54.0 overs bowled, 357 runs conceded, economy rate 6.61, bowling average 29.75."
bowling,GD Phillips,"IPL bowling stats for GD Phillips: 2 wickets, 5.0 overs bowled, 40 runs conceded, economy rate 8.00, bowling average 20.00."
bowling,GF Linde,"IPL bowling stats for GF Linde: 1 wickets, 6.1 overs bowled, 55 runs conceded, economy rate 8.92, bowling average 55.00."
bowling,GH Vihari,"IPL bowling stats for GH Vihari: 1 wickets, 7.0 overs bowled, 47 runs conceded, economy rate 6.71, bowling average 47.00."
bowling,GHS Garton,"IPL bowling stats for GHS Garton: 3 wickets, 15.0 overs bowled, 135 runs conceded, economy rate 9.00, bowling average 45.00."
bowling,GJ Maxwell,"IPL bowling stats for GJ Maxwell: 41 wickets, 170.2 overs bowled, 1413 runs conceded, economy rate 8.30, bowling average 34.46."
bowling,GR Napier,"IPL bowling stats for GR Napier: 1 wickets, 4.0 overs bowled, 27 runs conceded, economy rate 6.75, bowling average 27.00."
bowling,GS Sandhu,"IPL bowling stats for GS Sandhu: 1 wickets, 8.0 overs bowled, 82 runs conceded, economy rate 10.25, bowling average 82.00."
bowling,Gagandeep Singh,"IPL bowling stats for Gagandeep Singh: 3 wickets, 14.0 overs bowled, 141 runs conceded, economy rate 10.07, bowling average 47.00."
bowling,Gulbadin Naib,"IPL bowling stats for Gulbadin Naib: 0 wickets, 1.0 overs bowled, 12 runs conceded, economy rate 12.00, bowling average Not available."
bowling,Gurjapneet Singh,"IPL bowling stats for Gurjapneet Singh: 4 wickets, 25.1 overs bowled, 233 runs conceded, economy rate 9.26, bowling average 58.25."
bowling,Gurkeerat Singh,"IPL bowling stats for Gurkeerat Singh: 5 wickets, 13.0 overs bowled, 97 runs conceded, economy rate 7.46, bowling average 19.40."
bowling,Gurnoor Brar,"IPL bowling stats for Gurnoor Brar: 0 wickets, 3.0 overs bowled, 42 runs conceded, economy rate 14.00, bowling average Not available."
bowling,H Sharma,"IPL bowling stats for H Sharma: 0 wickets, 5.0 overs bowled, 57 runs conceded, economy rate 11.40, bowling average Not available."
bowling,HF Gurney,"IPL bowling stats for HF Gurney: 7 wickets, 27.0 overs bowled, 238 runs conceded, economy rate 8.81, bowling average 34.00."
bowling,HH Pandya,"IPL bowling stats for HH Pandya: 82 wickets, 294.0 overs bowled, 2751 runs conceded, economy rate 9.36, bowling average 33.55."
bowling,HR Shokeen,"IPL bowling stats for HR Shokeen: 5 wickets, 34.0 overs bowled, 314 runs conceded, economy rate 9.24, bowling average 62.80."
bowling,HV Patel,"IPL bowling stats for HV Patel: 151 wickets, 417.4 overs bowled, 3727 runs conceded, economy rate 8.92, bowling average 24.68."
bowling,Harbhajan Singh,"IPL bowling stats for Harbhajan Singh: 150 wickets, 569.2 overs bowled, 4030 runs conceded, economy rate 7.08, bowling average 26.87."
bowling,Harmeet Singh,"IPL bowling stats for Harmeet Singh: 27 wickets, 91.3 overs bowled, 731 runs conceded, economy rate 7.99, bowling average 27.07."
bowling,Harpreet Brar,"IPL bowling stats for Harpreet Brar: 37 wickets, 143.1 overs bowled, 1145 runs conceded, economy rate 8.00, bowling average 30.95."
bowling,Harsh Dubey,"IPL bowling stats for Harsh Dubey: 13 wickets, 32.0 overs bowled, 326 runs conceded, economy rate 10.19, bowling average 25.08."
bowling,Harshit Rana,"IPL bowling stats for Harshit Rana: 40 wickets, 108.1 overs bowled, 1029 runs conceded, economy rate 9.51, bowling average 25.72."
bowling,I Malhotra,"IPL bowling stats for I Malhotra: 0 wickets, 1.0 overs bowled, 23 runs conceded, economy rate 23.00, bowling average Not available."
bowling,I Sharma,"IPL bowling stats for I Sharma: 96 wickets, 403.1 overs bowled, 3377 runs conceded, economy rate 8.38, bowling average 35.18."
bowling,I Udana,"IPL bowling stats for I Udana: 8 wickets, 29.0 overs bowled, 282 runs conceded, economy rate 9.72, bowling average 35.25."
bowling,IC Pandey,"IPL bowling stats for IC Pandey: 18 wickets, 77.0 overs bowled, 591 runs conceded, economy rate 7.68, bowling average 32.83."
